FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_NUMBER,StreetNumber,StreetName,CCHLO_Code,CCLHO_Name,FIPS_Couunty_Code
60000934,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE II",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2532 SANTA CATALINA DR # 104,COSTA MESA,92626,"BURGONIO, ANTOINETTE",IO@INDEPENDENTOPTION.ORG,(951) 279-4860,(714) 434-1175,400,ORANGE,6,ORANGE COUNTY,Y,60000258,"INDEPENDENT OPTIONS, INC.",13-Nov-89,13-Nov-15,,PROFIT CORP,33.665767,-117.922829,"(33.665767, -117.922829)",,2532,SANTA CATALINA DR # 104,30,ORANGE,59
60000936,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,Non-LTC,107,11250 WARNER AVE,FOUNTAIN VALLEY,92708,"WALSH, DEBBIE",,,(714) 435-1225,400,ORANGE,6,ORANGE COUNTY,Y,60000109,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,1-Nov-71,11-May-16,,PROFIT CORP,33.71632,-117.932288,"(33.71632, -117.932288)",106304039,11250,WARNER AVE,30,ORANGE,59
60000944,LA PALMA INTERCOMMUNITY HOSPITAL D/P APH,APH,"ACUTE PSYCHIATRIC HOSPITAL		",Non-LTC,16,7901 WALKER ST,LA PALMA,90623,"KERR, MICHAEL",,,(714) 670-7400,400,ORANGE,6,ORANGE COUNTY,N,60000136,"PRIME HEALTHCARE LA PALMA, LLC",22-May-72,11-Jan-16,,LIMITED LIABILITY COMPANY,33.846371,-118.038493,"(33.846371, -118.038493)",106301234,7901,WALKER ST,30,ORANGE,59
60000955,LA PALMA INTERCOMMUNITY HOSPITAL,PPSPSCH,UNLICENSED/OTHER/MISSING,Non-LTC,0,7901 WALKER ST,LA PALMA,90623,,,,,400,ORANGE,6,ORANGE COUNTY,N,60000136,"PRIME HEALTHCARE LA PALMA, LLC",22-May-72,11-Jan-16,,LIMITED LIABILITY COMPANY,33.846371,-118.038493,"(33.846371, -118.038493)",,7901,WALKER ST,30,ORANGE,59
60000963,MAGNOLIA RESIDENTIAL HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,804 N MAGNOLIA AVE,ANAHEIM,92801,"BARRERA, MARIA P",,(714) 828-2933,(714) 995-2430,400,ORANGE,6,ORANGE COUNTY,Y,60000271,"PILAR M. DE CASTRO & CO., INC.",8-Jun-90,8-Jun-15,,PROFIT CORP,33.841717,-117.976052,"(33.841717, -117.976052)",,804,N MAGNOLIA AVE,30,ORANGE,59
60000970,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE IV",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2525 SANTA CATALINA DR,COSTA MESA,92626,"FURNEY, JEAN",IO@INDEPENDENTOPTIONS.ORG,(951) 279-4860,(714) 434-0876,400,ORANGE,6,ORANGE COUNTY,Y,60000266,"INDEPENDENT OPTIONS, INC.",10-Apr-90,10-Apr-16,,PROFIT CORP,33.665862,-117.92315,"(33.665862, -117.92315)",,2525,SANTA CATALINA DR,30,ORANGE,59
60001042,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,PPSPSCH,UNLICENSED/OTHER/MISSING,Non-LTC,0,14445 OLIVE VIEW DR,SYLMAR,91342,,,,,200,LOS ANGELES,6,ORANGE COUNTY,N,60000133,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,20-Nov-59,8-May-16,,COUNTY,34.324072,-118.450899,"(34.324072, -118.450899)",,14445,OLIVE VIEW DR,19,LOS ANGELES,37
60000971,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE III",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2525 SANTA CATALINA DR,COSTA MESA,92626,"BURGONIO, ANTOINETTE",IO@INDEPENDENTOPTIONS.ORG,(951) 279-4860,(714) 434-1076,400,ORANGE,6,ORANGE COUNTY,Y,60000267,"INDEPENDENT OPTIONS, INC.",10-Apr-90,10-Apr-16,,PROFIT CORP,33.665862,-117.92315,"(33.665862, -117.92315)",,2525,SANTA CATALINA DR,30,ORANGE,59
60000972,PLANNED PARENTHOOD/ORANGE & SAN BERNARDINO CO.,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,303 W LINCOLN AVE,ANAHEIM,92805,"DUNN, JON",AMANDA.FULTS@PPOSBC.ORG,(714) 532-2522,(714) 956-2002,400,ORANGE,6,ORANGE COUNTY,Y,60000264,"PLANNED PARENTHOOD/ORANGE & SAN BERNARDINO CO.,INC",23-Feb-90,23-Feb-16,,NONPROFIT CORP,33.83514,-117.91772,"(33.83514, -117.91772)",306304038,303,W LINCOLN AVE,30,ORANGE,59
60000978,PARK REGENCY CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1770 W LA HABRA BLVD,LA HABRA,90631,"BOWEN, JOHN",ADMIN@PARKREGENCYCARE.COM,(562) 697-8478,(562) 691-8810,400,ORANGE,6,ORANGE COUNTY,Y,60000269,"PARK REGENCY CARE, LLC",3-May-89,2-Nov-15,,LIMITED LIABILITY COMPANY,33.931778,-117.965521,"(33.931778, -117.965521)",,1770,W LA HABRA BLVD,30,ORANGE,59
60000987,LA VETA SURGICAL CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,681 S PARKER ST,ORANGE,92868,"MOUSA, AYMAN",AYMAN.MOUSE@HEALTHSOUTH.COM,(714) 744-0283,(714) 744-0900,400,ORANGE,6,ORANGE COUNTY,Y,60000358,"SURGICARE OF LA VETA, LTD.",22-Apr-93,22-Apr-08,,PARTNERSHIP,33.777129,-117.859569,"(33.777129, -117.859569)",,681,S PARKER ST,30,ORANGE,59
60000995,"SUPERIOR REHABILITATION CENTER, INC.",OPT/SP,"REHABILITATION CLINIC 	",Non-LTC,0,1441 SUPERIOR AVE,NEWPORT BEACH,92663,,,,(949) 646-0653,400,ORANGE,6,ORANGE COUNTY,Y,,,,,,,33.626697,-117.933114,"(33.626697, -117.933114)",,1441,SUPERIOR AVE,30,ORANGE,59
60001003,MISSION SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,26730 CROWN VALLEY PKWY,MISSION VIEJO,92691,"HAUBL, EILEEN",EILEEN.HAUBL@STJOE.ORG,(949) 364-2436,(949) 364-2201,400,ORANGE,6,ORANGE COUNTY,Y,60000265,"MISSION AMBULATORY SURGICENTER, LTD.",23-Apr-90,23-Apr-07,,PARTNERSHIP,33.563638,-117.664938,"(33.563638, -117.664938)",,26730,CROWN VALLEY PKWY,30,ORANGE,59
60001011,ST. JUDE MEDICAL CENTER,PPSREHB,UNLICENSED/OTHER/MISSING,Non-LTC,0,101 E VALENCIA MESA DR,FULLERTON,92835,,,,,400,ORANGE,6,ORANGE COUNTY,N,60000173,ST. JUDE HOSPITAL,13-May-57,1-Apr-16,,NONPROFIT CORP,33.895536,-117.927984,"(33.895536, -117.927984)",,101,E VALENCIA MESA DR,30,ORANGE,59
60001013,LOS ALAMITOS MEDICAL CENTER,PPSPSCH,UNLICENSED/OTHER/MISSING,Non-LTC,0,3751 KATELLA AVE,LOS ALAMITOS,90720,,,,,400,ORANGE,6,ORANGE COUNTY,N,60000142,"LOS ALAMITOS MEDICAL CENTER, INC.",1-Jan-70,31-May-16,,PROFIT CORP,33.803468,-118.066345,"(33.803468, -118.066345)",,3751,KATELLA AVE,30,ORANGE,59
60001021,AESTHETICARE OUTPATIENT SURGERY CENTER,ASC/SURGC,"SURGICAL CLINIC 	",Non-LTC,0,30260 RANCHO VIEJO RD,SAN JUAN CAPISTRANO,92675,"MOSER, RONALD",INFO@AESTHETICARE.COM,(949) 661-4913,(949) 661-1700,400,ORANGE,6,ORANGE COUNTY,Y,60000321,AESTHETICARE OUTPATIENT SURGERY CENTER,3-Apr-92,3-Apr-16,,PROFIT CORP,33.522826,-117.665977,"(33.522826, -117.665977)",306304093,30260,RANCHO VIEJO RD,30,ORANGE,59
60001022,HOAG HOSPITAL IRVINE,GACH,GENERAL ACUTE CARE HOSPITAL,Non-LTC,84,16200 SAND CANYON AVE,IRVINE,92618,,DONALD.LORACH@TENETHEALTH.COM,(949) 753-2131,(949) 753-2000,400,ORANGE,6,ORANGE COUNTY,Y,60000122,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,15-Sep-52,10-Dec-15,,NONPROFIT CORP,33.658879,-117.772735,"(33.658879, -117.772735)",106304045,16200,SAND CANYON AVE,30,ORANGE,59
60001025,JENYMEL'S HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,6321 ROSEMARY DR,CYPRESS,90630,"OPENA, MARY ANN B",JENYMELS@AOL.COM,(714)875-0581,(714) 761-5819,400,ORANGE,6,ORANGE COUNTY,Y,60000288,MARY ANN B. AND VICTOR P. OPENA,17-Jan-90,11-Feb-16,,PARTNERSHIP,33.823166,-118.022478,"(33.823166, -118.022478)",,6321,ROSEMARY DR,30,ORANGE,59
60001033,"ENRICHING, INC. II",ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2501 CHRISTOPHER LN,COSTA MESA,92626,"NGUYEN, BAN",LDOANADOAN@AOL.COM,(714) 432-0110,(714) 556-5806,400,ORANGE,6,ORANGE COUNTY,Y,60000278,"ENRICHING, INC.",10-Aug-90,1-Dec-15,,PROFIT CORP,33.665415,-117.921716,"(33.665415, -117.921716)",,2501,CHRISTOPHER LN,30,ORANGE,59
60001034,"ENRICHING, INC. III",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2507 CHRISTOPHER LN,COSTA MESA,92626,"NGUYEN, BAN",ENR0@AOL.COM,(714)432-0110,(714) 751-7703,400,ORANGE,6,ORANGE COUNTY,Y,60000279,"ENRICHING, INC.",10-Aug-90,27-Nov-15,,PROFIT CORP,33.665371,-117.921633,"(33.665371, -117.921633)",,2507,CHRISTOPHER LN,30,ORANGE,59
60001037,"CORONA DEL MAR REHAB, INC.",OPT/SP,"REHABILITATION CLINIC 	",Non-LTC,0,2600 E COAST HWY,CORONA DEL MAR,92625,,,,(949) 640-2121,400,ORANGE,6,ORANGE COUNTY,Y,,,,,,,33.602977,-117.873201,"(33.602977, -117.873201)",,2600,E COAST HWY,30,ORANGE,59
60001038,ST. JOSEPH HEALTH SYSTEM HOME CARE SERVICES,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,"200 W. CENTER STREET PROMENADE, SUITE 200A",ANAHEIM,92805,"GLOMP, LINDA",,(714) 712-9529,(714) 712-9559,400,ORANGE,6,ORANGE COUNTY,Y,60000277,"ST. JOSEPH HEALTH SYSTEM HOME CARE SERVICES, LLC",21-Sep-90,21-Nov-15,,LIMITED LIABILITY COMPANY,33.835608,-117.913628,"(33.835608, -117.913628)",,200,"W. CENTER STREET PROMENADE, SUITE 200A",30,ORANGE,59
60001039,"LIVINGSTONE HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,6301 BEACH BLVD,BUENA PARK,90621,"SOOK LYN, KI",LIVINGSTONE99@SBCGLOBAL.NET,(714) 994-6374,(714) 994-6329,400,ORANGE,6,ORANGE COUNTY,Y,60000366,"LIVINGSTONE HOME HEALTH SERVICES, INC.",10-Aug-93,15-Nov-15,,PROFIT CORP,33.868922,-117.998298,"(33.868922, -117.998298)",406304138,6301,BEACH BLVD,30,ORANGE,59
60001043,STARPOINT HEALTH,ASC,"SURGICAL CLINIC 	",Non-LTC,0,18952 MACARTHUR BLVD,IRVINE,92612,"TINA, STANLEY",,,(949) 833-1432,400,ORANGE,6,ORANGE COUNTY,Y,60000281,"SPH - IRVINE, LLC",4-Sep-90,1-Dec-07,,PROFIT CORP,33.67315,-117.863227,"(33.67315, -117.863227)",,18952,MACARTHUR BLVD,30,ORANGE,59
60001052,CHRISTOPHER LANE TWO,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2513 CHRISTOPHER LN,COSTA MESA,92626,"CARMICHAEL, KATHLEEN",MDODGE@RESCARE.COM,(714) 531-1970,(714) 537-3252,400,ORANGE,6,ORANGE COUNTY,Y,60000285,"RSCR CALIFORNIA, INC.",14-Dec-90,1-Nov-15,,PROFIT CORP,33.66527,-117.92146,"(33.66527, -117.92146)",,2513,CHRISTOPHER LN,30,ORANGE,59
60001053,CHRISTOPHER LANE ONE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2508 CHRISTOPHER LN,COSTA MESA,92626,"CARMICHAEL, KATHLEEN",MDODGE@RESCARE.COM,(714) 531-1970,(714) 957-8069,400,ORANGE,6,ORANGE COUNTY,Y,60000286,"RSCR CALIFORNIA, INC.",1-Oct-90,1-Nov-15,,PROFIT CORP,33.665311,-117.921643,"(33.665311, -117.921643)",,2508,CHRISTOPHER LN,30,ORANGE,59
60001057,GENTIVA HEALTH SERVICES,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3240 EL CAMINO REAL,IRVINE,92602,"NANGIA, SAMEER",CHERYL.GAULT@GENTIVA.COM,(714) 505-3467,(714)505-3087,400,ORANGE,6,ORANGE COUNTY,Y,60000282,GENTIVA CERTIFIED HEALTHCARE CORP,21-Nov-90,12-Nov-15,,PROFIT CORP,33.719523,-117.788343,"(33.719523, -117.788343)",406300130,3240,EL CAMINO REAL,30,ORANGE,59
60001058,WALNUT VILLAGE REHABILITATION AND CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1401 W BALL RD,ANAHEIM,92802,"DAVIS, EILEEN L",,(714) 507-1305,(714) 776-7150,400,ORANGE,6,ORANGE COUNTY,Y,60000294,FRONT PORCH COMMUNITIES AND SERVICES,8-Mar-91,1-Nov-15,,NONPROFIT CORP,33.818108,-117.930193,"(33.818108, -117.930193)",,1401,W BALL RD,30,ORANGE,59
60001074,GARDEN PARK,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,5025 MARSHBURN CIR,YORBA LINDA,92886,"BROWN, RENEE  V",RENEEVBROWN@GMAIL.COM,(714) 996-4838,(714) 996-4889,400,ORANGE,6,ORANGE COUNTY,Y,60000293,,15-Apr-91,4-Feb-16,,INDIVIDUAL,33.887873,-117.824947,"(33.887873, -117.824947)",,5025,MARSHBURN CIR,30,ORANGE,59
60001076,"INDEPENDENT OPTIONS, INC. CHRISTOPHER HOUSE",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2500 CHRISTOPHER LN,COSTA MESA,92626,"HUTTON, ERNESTINA",IO@INDEPENDENTOPTIONS.ORG,(951) 279-4860,(714) 979-7249,400,ORANGE,6,ORANGE COUNTY,Y,60000308,"INDEPENDENT OPTIONS, INC.",30-Aug-91,30-Nov-15,,PROFIT CORP,33.665368,-117.921749,"(33.665368, -117.921749)",,2500,CHRISTOPHER LN,30,ORANGE,59
60001077,"INDEPENDENT OPTIONS, INC. MARK LANE II",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2516 MARK LN,COSTA MESA,92626,"HUTTON, ERNESTINA",IO@INDEPENDENTOPTIONS.ORG,(951) 279-4860,(714) 979-7629,400,ORANGE,6,ORANGE COUNTY,Y,60000307,"INDEPENDENT OPTIONS, INC.",30-Aug-91,30-Nov-15,,PROFIT CORP,33.665278,-117.9219,"(33.665278, -117.9219)",,2516,MARK LN,30,ORANGE,59
60001078,"INDEPENDENT OPTIONS, INC. MARK LANE I",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2500 MARK LN,COSTA MESA,92626,"HUTTON, ERNESTINA",IO@INDEPENDENTOPTIONS.ORG,(951) 279-4860,(714) 979-7237,400,ORANGE,6,ORANGE COUNTY,Y,60000306,"INDEPENDENT OPTIONS, INC.",30-Aug-91,30-Nov-15,,PROFIT CORP,33.665172,-117.922022,"(33.665172, -117.922022)",,2500,MARK LN,30,ORANGE,59
60001079,BEL AIR,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,8571 BEL AIR ST,BUENA PARK,90620,"BARRERA, MARIA P",,(714) 828-2933,(714) 527-1656,400,ORANGE,6,ORANGE COUNTY,Y,60000299,"PILAR M. DE CASTRO & CO., INC.",5-Jun-91,5-Jun-15,,PROFIT CORP,33.838309,-117.988654,"(33.838309, -117.988654)",,8571,BEL AIR ST,30,ORANGE,59
60001084,FANTASIA HEALTHCARE,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,13273 VENTURA BLVD,STUDIO CITY,91604,"QUINN, EDWIN",PARISA@FANTASIAHEALTHCARE.COM,(818) 442-0009,(818) 442-0008,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,60000298,"AMERIOX, INC.",28-May-91,24-May-16,,PROFIT CORP,34.146559,-118.422195,"(34.146559, -118.422195)",406196697,13273,VENTURA BLVD,19,LOS ANGELES,37
60001093,"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",PPSPSCH,UNLICENSED/OTHER/MISSING,Non-LTC,0,2701 S BRISTOL ST,SANTA ANA,92704,"MYERS, CRAIG G",,,,400,ORANGE,6,ORANGE COUNTY,N,60000143,"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",7-Jun-73,8-Mar-16,,PROFIT CORP,33.71071,-117.885374,"(33.71071, -117.885374)",,2701,S BRISTOL ST,30,ORANGE,59
60001096,LENMAR HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,11581 LENMAR ST,STANTON,90680,"HARRIS, JOHN M",HARRISCARE@AOL.COM,(714) 997-9717,(714) 894-8763,400,ORANGE,6,ORANGE COUNTY,Y,60000311,"HARRIS CARE CENTERS, INC.",5-Dec-91,5-Dec-15,,NONPROFIT CORP,33.794453,-117.994398,"(33.794453, -117.994398)",,11581,LENMAR ST,30,ORANGE,59
60001097,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,Non-LTC,48,14851 YORBA ST,TUSTIN,92780,"HANYAK, DIANA",PAULA.REDMOND@HEALTHSOUTH.COM,(205)262-3130,(714) 832-9200,400,ORANGE,6,ORANGE COUNTY,Y,60000303,"WESTERN MEDICAL REHAB ASSOCIATES, L.P.",7-Jun-91,6-Jun-15,,PARTNERSHIP,33.747872,-117.830248,"(33.747872, -117.830248)",106304079,14851,YORBA ST,30,ORANGE,59
60001107,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,PPSREHB,UNLICENSED/OTHER/MISSING,Non-LTC,0,101 THE CITY DR S,ORANGE,92868,,,,,400,ORANGE,6,ORANGE COUNTY,N,60000148,UNIVERSITY OF CALIFORNIA BOARD OF REGENTS,,1-Nov-15,,UC REGENT,33.786192,-117.888881,"(33.786192, -117.888881)",,101,THE CITY DR S,30,ORANGE,59
60001219,IRVINE PLASTIC SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,16300 SAND CANYON AVE,IRVINE,92618,"ALTMAN, DONALD",,,(949) 727-3999,400,ORANGE,6,ORANGE COUNTY,Y,,,,,,,33.661031,-117.774354,"(33.661031, -117.774354)",,16300,SAND CANYON AVE,30,ORANGE,59
60001116,NORTH ANAHEIM SURGERY CENTER,ASC/SURGC,"SURGICAL CLINIC 	",Non-LTC,0,1154 N EUCLID ST,ANAHEIM,92801,"CLARY, KAYCEE",JEANETTE.RASMUSSEN@UHSSC.COM,(714) 635-0943,(714) 635-6272,400,ORANGE,6,ORANGE COUNTY,Y,60000305,"NORTH ANAHEIM SURGERY CENTER, LLC",9-Aug-91,16-Feb-16,,LIMITED LIABILITY COMPANY,33.849026,-117.941592,"(33.849026, -117.941592)",,1154,N EUCLID ST,30,ORANGE,59
60001118,"COMPETENT CARE, INC. HOME HEALTH NURSING",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2900 BRISTOL ST,COSTA MESA,92626,"YODER, KURT  J",INFO@COMPETENTCARE.COM,(714) 545-8830,(714) 545-4818,400,ORANGE,6,ORANGE COUNTY,Y,60000315,COMPETENT CARE INC.,21-Jan-92,7-Jan-16,,PROFIT CORP,33.676684,-117.887545,"(33.676684, -117.887545)",406304351,2900,BRISTOL ST,30,ORANGE,59
60001137,BETHESDA LUTHERAN COMMUNITIES - LAS BOLSAS,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,25232 LAS BOLSAS,LAGUNA HILLS,92653,"LICHT, STEPHANIE",CHRISTOPHER.TAYLOR2@MAILBLC.ORG,(949) 600-6969,(951) 442-2623,400,ORANGE,6,ORANGE COUNTY,Y,60000330,"BETHESDA LUTHERAN COMMUNITIES, INC.",5-Jul-92,2-Jun-16,,NONPROFIT CORP,33.596091,-117.68742,"(33.596091, -117.68742)",,25232,LAS BOLSAS,30,ORANGE,59
60001148,VNA OF ORANGE COUNTY LLC - HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,2520 RED HILL AVE,SANTA ANA,92705,,RWALIA@VNAHHS.COM,(949) 263-4762,(949) 263-4700,400,ORANGE,6,ORANGE COUNTY,N,60000199,"VNA OF ORANGE COUNTY, LLC",9-Dec-76,29-Nov-15,,LIMITED LIABILITY COMPANY,33.707731,-117.841295,"(33.707731, -117.841295)",406302109,2520,RED HILL AVE,30,ORANGE,59
60001150,SAN YUBA HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,6052 SAN YUBA WAY,BUENA PARK,90620,"BARRERA, MARIA P",,(714) 828-2933,(714) 816-1629,400,ORANGE,6,ORANGE COUNTY,Y,60000320,"PILAR M. DE CASTRO & CO., INC.",9-Apr-92,1-Apr-16,,PROFIT CORP,33.843679,-118.026991,"(33.843679, -118.026991)",,6052,SAN YUBA WAY,30,ORANGE,59
60001154,PARK VISTA AT MORNINGSIDE,SNF,SKILLED NURSING FACILITY,LTC,73,2525 BREA BLVD,FULLERTON,92835,"NASRATY, SUZANNE",NASRATYS@PARKVISTA.NET,(714) 256-8014,(714) 256-1000,400,ORANGE,6,ORANGE COUNTY,Y,60000329,CORECARE V,24-Jun-92,24-Jun-16,,PARTNERSHIP,33.897079,-117.91136,"(33.897079, -117.91136)",206304100,2525,BREA BLVD,30,ORANGE,59
60001159,NHAN HOA COMPREHENSIVE HEALTH CLINIC,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,7761 GARDEN GROVE BLVD,GARDEN GROVE,92841,"CAO, TUNG",DCAO@NHANHOA.ORG,(714) 901-7580,(714) 898-8888,400,ORANGE,6,ORANGE COUNTY,Y,60000324,NHAN HOA COMPREHENSIVE HEALTH CARE CLINIC,18-Jun-92,18-Jun-16,,NONPROFIT CORP,33.773795,-117.99658,"(33.773795, -117.99658)",306304465,7761,GARDEN GROVE BLVD,30,ORANGE,59
60001166,FOOTHILL REGIONAL MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,42,14662 NEWPORT AVE,TUSTIN,92780,"MICHAEL HARTMAN, R.",,(714)619-7717,(714) 619-7700,400,ORANGE,6,ORANGE COUNTY,N,60000178,"ALTA NEWPORT HOSPITAL, INC.",6-May-70,6-May-16,,PROFIT CORP,33.730648,-117.829452,"(33.730648, -117.829452)",106301357,14662,NEWPORT AVE,30,ORANGE,59
60001183,NEWPORT BEACH SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,361 HOSPITAL RD,NEWPORT BEACH,92663,"SULLIVAN, LAURA",,(949) 631-2504,(949) 631-0988,400,ORANGE,6,ORANGE COUNTY,Y,60000339,"NEWPORT BEACH SURGERY CENTER, LLC",17-Dec-92,17-Dec-07,,LIMITED LIABILITY COMPANY,33.625774,-117.930252,"(33.625774, -117.930252)",,361,HOSPITAL RD,30,ORANGE,59
60001188,MEMORIALCARE HOSPICE AND PALLIATIVE SERVICES,HOSPICE,"HOSPICE	",Non-LTC,0,24411 HEALTH CENTER DR,LAGUNA HILLS,92653,"D'AMORE, LORIE",,,(949) 452-3000,400,ORANGE,6,ORANGE COUNTY,Y,550002597,SADDLEBACK MEMORIAL MEDICAL CENTER,27-Feb-14,27-Feb-16,,NONPROFIT CORP,33.608667,-117.707786,"(33.608667, -117.707786)",406304550,24411,HEALTH CENTER DR,30,ORANGE,59
60001192,ELIZABETH HOMES I,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,6287 SAN RICARDO WAY,BUENA PARK,90620,"SANTOS, ELIZABETH",ELIZABETHHOMES@SBCGLOBAL.NET,(714) 736-0931,(714) 527-9145,400,ORANGE,6,ORANGE COUNTY,Y,60000343,"ELIZABETH G. SANTOS, INC.",4-Jan-93,1-Jun-16,,PROFIT CORP,33.842338,-118.025761,"(33.842338, -118.025761)",,6287,SAN RICARDO WAY,30,ORANGE,59
60001197,BETHESDA LUTHERAN COMMUNITIES - MAWSON,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,25281 MAWSON DR,LAGUNA HILLS,92653,"KITTELSEN, CARMEL",CHRISTOPHER.TAYLOR2@MAILBLC.ORG,(949) 600-6969,(949) 588-0508,400,ORANGE,6,ORANGE COUNTY,Y,60000357,"BETHESDA LUTHERAN COMMUNITIES, INC.",18-May-93,29-Jan-16,,NONPROFIT CORP,33.594907,-117.688433,"(33.594907, -117.688433)",,25281,MAWSON DR,30,ORANGE,59
60001201,WEST ANAHEIM MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,22,3033 W ORANGE AVE,ANAHEIM,92804,"RAMIREZ, RUBEN",,,(714) 827-3000,400,ORANGE,6,ORANGE COUNTY,N,60000182,"PRIME HEALTHCARE ANAHEIM, LLC",8-Feb-65,27-Apr-16,,LIMITED LIABILITY COMPANY,33.824761,-117.995529,"(33.824761, -117.995529)",,3033,W ORANGE AVE,30,ORANGE,59
60001207,CHILDREN'S HOSPITAL AT MISSION,GACH,GENERAL ACUTE CARE HOSPITAL,Non-LTC,54,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,"CRIPE, KIMBERLY",DPRICE@CHOC.ORG,(714) 509-7657,(714) 509-8593,400,ORANGE,6,ORANGE COUNTY,Y,60000348,CHILDREN'S HOSPITAL AT MISSION,1-Jan-93,1-Jan-16,,NONPROFIT CORP,33.560371,-117.6664,"(33.560371, -117.6664)",106304113,27700,MEDICAL CENTER RD,30,ORANGE,59
60001208,MISSION HOSPITAL REGIONAL MEDICAL CENTER,PPSREHB,UNLICENSED/OTHER/MISSING,Non-LTC,0,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,,,,,400,ORANGE,6,ORANGE COUNTY,N,60000146,MISSION HOSPITAL REGIONAL MEDICAL CENTER,10-Aug-71,18-Mar-16,,NONPROFIT CORP,33.560371,-117.6664,"(33.560371, -117.6664)",,27700,MEDICAL CENTER RD,30,ORANGE,59
